text,sentiment,category,keyword
"국민연금은 몇십년 적립한 후에 찾아쓰는 것이니 주색 투자비율을 의무적으로 최소 80%이상 투자하게 해야합니다. S&P 500 지수 연동이나 KOSPI 200 지수에 연동하는 펀드 샹품이나 우량 주식에 무조건 투자하도록 법령이라도 개정할 필요 있어요. 주가지수는 떨어지기도 하지만 우샹향하고 았고, 한국 주식시장은 저평가되어 있어 더욱 그러합니다. 채권이나 정기예금에 집중 투자하는 작태는 빨리 개선해야 합니다.",중립,연금제도,투자비율
"하루빨리 기초연금 없애고 집, 차팔아서 국민연금은 내고받게 해놔야하며 주더라도 국민연굼 가입자만 똑같이 10만원이든 더 주게 해야 돈내고 노후준비합니다",부정,연금제도,기초연금
이사장님하고 권팀장님 닮으셨네요 ㅎㅎ,중립,국민연금 조직,이사장
장애인 기금 치매기금 너무너무 환영합니다 이제 7학년 시작인데 늘 불안했는데 믿음이 갑니다,긍정,연금제도,기금
삼프로 감사드려요^^^  김성주 이사장님의 진솔한 말씀 격하게 신뢰합니다.,긍정,국민연금 조직,신뢰
국민연금 잘운영해 주셔서 고맙습니다,긍정,국민연금 조직,운영
기금은 지금도 년 10~15%이상 성장하는 코스닥 상장회사에 주식을 지속적으로 계속팔고 있다,중립,국내주식,코스닥
김프로님 내용이 너무 좋아요ㅎ 국민연금 이사장님 인상이 진심 신뢰 만프로입니다 국민연금 든든합니다 대한민국 화이팅입니다^^,긍정,국민연금 조직,신뢰
코스닥에 지금 지수에서도 우량주가 어딨냐?  웃기네 진짜,부정,국내주식,우량주
퇴직연금은 개인 자유에 기본적으로 맡겨야 한다고 봄. 국민연금에 맡기고 싶은 사람 맡기고 내가 굴리고 싶은 굴리는 식으로,중립,퇴직연금,자유
코스닥은 시기상조지 제대로 된 기업이 몇개있다고,부정,국내주식,기업
코스닥도 투자 많이해주셍,긍정,국내주식,투자
퇴직연금 기금화는 원하는 사람만 해야한다고 봅니다!,중립,퇴직연금,기금화
"역시 이재명 정부 인사가 만사다.
기대가 되는 혁신적인 이야기 너무 재밌게 들었읍니다.
퇴직연금좀 해결해 주십시요
너무 답답합니다. 그리고 중산층 신탁관리도 너무 기대 됩니다. 국미연금공단 화이팅!!!",긍정,퇴직연금,해결
코스닥 가즈아~~~,긍정,국내주식,가즈아
이사장님 똑똑하시네요 국민연금의 역활이 연금운용  수익에만이 아닌 진정으로 국민전체를 위한 역활도 해야지요 근데 저분 전직국회의원인가요? 어느 정권에서 낙하산으로 왔다면 이제 어떤정권이던 이런 낙하산은 없어야 한다 전문가들에게 맡겨야 한다,부정,국민연금 조직,낙하산
권 기자가 왜 권프로야? 그럼 이건 3프로가 아니라 4프로네,중립,기타,댓글
코스닥은 비추  코스피로 갑시다.,중립,국내주식,코스닥
김동환씨 예전에 국민연금이 전주에 있다고 비아냥 대면서 여의도로. 옮겨와야 한다고 목소리 높였던 자입니다.,부정,국민연금 조직,비아냥
단타 하던데,중립,기타,단타
잘 운영하시고 코스닥 시장도 활성화부탁드림니다,긍정,국내주식,활성화
든든합니다. 제 미래를 잘 운영부탁드립니다.,긍정,연금제도,운영
감사하고 응원합니다,긍정,기타,응원
제목만 보고 먼저 댓글담. 국민연금은 코스닥 근처엔 얼씬도 하지 말자. 대부분 적자에 수익 몇억 나는 기업들이 수십조에 거래되는 진짜 쓰레기장이 코스닥임. 몇백개 퇴출한다고 되는 문제가 아님. 코스닥을 아예 없애고 제대로 된 기업 몇십개만 다시 추려서 하는거면 몰라도 이대로는 아무리 빨아도 걸레 그 자체임,부정,국내주식,코스닥
"굿
임대주택은 누구나 살고싶게  틀을 바꿔라
그리고 연금도 투자해서 운용하면 안정적이지 않을까 한번 논의필요",긍정,연금제도,투자
단기적 주식으로 평가 받을 거 같으면 지금 1400조로 한국주식 다 사면되겠네...경기순환주 위주의 한국 주식이 너무 급하게 올라가는거는 진짜 안 좋음...특히 로봇주 펀더멜탈은 전우주 모든 기업 통틀어 제일 과대평가임...코스닥 시총 상위주들도 마찬가지이고....제발 안정적으로 성장하자...나중에 빠져나올 때 아비규환 된다....물론 ai산업을 키우기 위해 버블 필요하다고 생각함...그런데 이렇게 주식을 강요하면 안됨...주식이 안올라서 피해본사람은 아무도 없음...짜증만 날뿐이지...그렇지만 항상 주식이 너무 많이 오르면 그때 엄청난 피해가 발생했음..2차전지든..바이오든....다 겪어 봤잖아,부정,국내주식,주식
국민연금 미국투자 좀 줄이세요. 국내투자를 더 해서 한국 사람들끼리 손바뀜을 하고 국민연금이 하방을 지지해줘야 사람들이 믿고 지수 장기투자를 하는거지 그동안 무시하니까 다 부동산으로 간 거 아닙니까? 그리고 미국투자해서 수익률 높은들 환율 다 올려놓으면 무슨 소용입니까? 여기 물가만 올라서 노후생활이 팍팍해지죠.,부정,연금제도,국내투자
와 이사장님 관상봐라. 국민연금 걱정 없구나...,부정,국민연금 조직,관상
옳은 방향으로 가고 있네,긍정,기타,방향
"국민연금관리공단 이사장님.
결과로서 모든 것이 평가됩니다

성과를 내면 후대에 이순신장군급으로 평가되고
실패하면 이완용급으로 평가되실겁니다",중립,국민연금 조직,평가
맞습니다국민들것입니다. 이사장님잘부탁드립니다 항상 3프로티브항상응원합니다,긍정,국민연금 조직,응원
"단기간에  주가 상승에 취해..
또는 정치권의  필요에 따라 리벨런싱을  게을리하면...
언젠가는  그 댓가를 받기  마련이다...
아무리 국내 증시  부양의지가 넘쳐흘러도...  정해놓은 규칙은
지켜야한다....
주가가 끝없이 오를수는 없는데...
엄청난 자금을 운용하는 연기금이...미리  준비하지 않는다면..  주가하락기에
재앙이 될것이다..",중립,국내주식,주가
"주택 시장 들어 오면 좋겠습니다.
낮은 이자로 담보 대출까지 재 투자하면 수익률 10%도 가능할 듯.
5년 전 비슷한 말을 했더니 공산당이냐는 말을 들었습니다.",중립,주택투자,주택
"2025년도 국민연금 투자수익률 약 21%, 수익금은 약260조라 합니다.. 그런데 국민연금 인상률 2.1%(물가인상률 기준)로 1/10은 너무 작다고 봅니다.
추정하건데 2026년도에도 약 20% 이상( 투자수익금은 300조) 예상 되는데 왜 국민연금 고갈론을 말씀 하는지 전혀 이해가 되지 않습니다. 설명이 필요한 대목입니다. 이런 상황에서 국민연금의 연간 목표 투자 수익률 4.5%는 너무 낮으며 잘못된 국민연금 개혁을 유도 할 수 있다고 봅니다.. 목표를 대폭 올려서 관리해야 한다고 봅니다.
국민연금 기금 운영본부 직원이 똑똑한 사람, 인원수는  국민연금 수익률에 반비례 한다고 봅니다. 이것은 과거 통계데이터와 글로벌 선진국가 연기금 운영본부 인원수 대비 우리나라 국민연금의 비교에 기반 합니다..  참으로 아이러니컬 하지만 사실이 그러합니다.. 차라리 결과에 충실한 인센티브가 바람직해 보입니다.",부정,연금제도,투자수익
"잘 듣다가 마지막에서 인상이 찡그러졌네요, 김성주 전 의원님 그 진심은 너무 감사하나, 86세대들 유럽의 복지국가가 롤모델이라고 하는 말 들을때마다 답답합니다.
유럽의 복지국가? 그 복지국가가 지금 과연 남아있는지? 왜 586들은 과거에 배운 것에서 한발짝도 나아가지 못하는지? 언제적 유럽선진복지국가인지?
과거 미국과 대등하던 EU 경제규모가 지금 얼마나 쪼그라들었는지 안 보이시나요?
아니면 그걸 보고도 유럽모델을 이야기 하신다면, 다같이 가난해지자는 건가요?",부정,국민연금 조직,유럽모델
불량식품 코스닥은 진짜 아니다. 코스피의 빅테크에 투자하여 국민이 부자되는 길을 열어주길,중립,국내주식,투자
이사장님 너무 존경스럽습니다 이런분들이 나라를 지탱하신다 생각이듭니다,긍정,국민연금 조직,존경
의결권 행사나 똑바로해라,부정,주주권행사,의결권
고스피코스닥을. 떠나. 유망한 기업에. 투자해야한다,중립,국내주식,유망기업
유익하고  반갑습니다,긍정,기타,감사
"권순우 기자는 질문중에 공공 주택관련 ""구더기 무서우니 장을 담그지 말자""는 마인드.
기자인지, 애널리스트인지  분간이 안가네,",부정,기타,비판
연금에 많은 이해가 되는 시간이었답니다 감사합니다.,긍정,연금제도,이해
"국민연금이 KG스틸의 지분을 5% 보유중 이었는데 장기간의 지독한 저평가로 인해 지분율을 4%로 낮춘것같고 영업이익률이 전년대비 낮아지자 완전히 뺀것같은 느낌이 드는데, 개별기업의 수익성에 대해 면밀히 주시하고 있다고 평가 할 수 있다고 생각 되네요",중립,국민연금 조직,지분
김성주 이사장님 과 이재명 대통령 님 계셔서. 든든 합니다,긍정,국민연금 조직,안정
국민연금 제도와 기금운용 및 치매노인 공공신탁등 다양한 사업에 대해 이해할수 있어 좋았어요,긍정,연금제도,이해
국민연금 이사장님 참 똑똑하고 현명하시네요 !!,긍정,국민연금 조직,똑똑
"국민 연금에는 정말 훌륭한 펀드 메니저들을 모셔서
국민의 미래, 국가의 산업 육성에
장기적인 투자를 하도록 해야...",긍정,연금제도,장기투자
"와~
이사장님 멋찌십니다~
권팀장님  새로운모습이네요",긍정,국민연금 조직,응원
저 자리에서 윤석열이 한강 흐름 비유가 생각나네 ㅋㅋ,중립,기타,비유
주거문제는 국민연금기금 운용이 고민할 사항 아니다.여러 정책 수단 동원할 수 있는 주관부서 국토부는 뭐하나 한심스럽다,부정,주택투자,주거문제
이사장님 말씀의 신뢰가 있네요 응원합니다,긍정,국민연금 조직,신뢰
너무 많이 주네요 연금. 150. 이면  적당 한듯,중립,연금제도,연금수급
기금은 알아서 운용하고 퇴직연금은 건들지 마라,부정,퇴직연금,운용
코스닥은 과거에도 지금도 과대됐다!!! 국민연금은 절대 코스닥에 발 담그면 안 됨!!!,부정,국내주식,코스닥
주식시장 정상화하니까 모든 문제 해결. 여태 우리 시장을 갉아먹던 나쁜 인간들 때문에 국민들 전체가 피해보고 있었음이 그냥 확연히 드러남.,부정,국내주식,시장문제
"저는 1인가구 58세 은퇴작입니다. 년 1500만원 (국민연금 조기수령) + 년 450만원 (CMA, RP) + 년 1450만원 (개인연금 리츠와 커버드콜ETF) = 년 3400만원 (피보험자 자격유지)",중립,연금제도,연금계획
"🌄 3PRO 두근두근 오늘의 핫딜! 😍
👕 테디크루 봄야상 최초, 4만원대!
👉 https://web.rethinkmall.com/link/14081
💻 LG그램 16형 12세대 최초, 98만원대!
👉 https://web.rethinkmall.com/link/17750
========================
📢 하루 만에 모집 마감!《윤명철 교수와 함께하는 유라시아 원정대》
🔔 2차 모집을 놓치고 싶지 않다면?
👉 https://bit.ly/4rCOP0r
========================
🔥 두나무, 리디, 에이블리 등 지금 가장 핫한 창업가 총출동!
💼 앙트러프러너십 칼리지 2기 얼리버드 신청
👉 https://bit.ly/3ZumXj6 
========================
📢 [삼진제약] 하루엔진 이뮨 부스터샷
🎁 설 건강선물 ~65% 특가
💊 https://mkt.shopping.naver.com/link/697b03f24f4fab2b24f385f4
========================
📺프로그램 편성표
[06:00-07:20] 월스트리트 모닝브리핑 (월가 뉴스레터, 글로벌 인터뷰)
[07:20-08:40] 오늘아침 라이브 (뉴스3, 마켓 인사이드)
[08:40-10:00] 더블 밸류업 (개장방송)
[10:00-11:00] 아침N투자
[11:00-12:00] 크립토 플러스 (추후 예정)
[15:20-16:30] 클로징벨 라이브
[16:30-17:30] 여의도 인사이트
[17:30-19:00] 집중, 오늘의 주식
========================
⚡ 월가 최고 전문가들의 고품격 투자 인사이트
지금 GIN에 가입해보세요!
👉 자세히 알아보기 : https://bit.ly/49CCTWw
========================
🧑‍🏫 오프라인 주식투자 세미나에 참석하고 싶으신가요?
이선엽, 박병창, 윤지호 등 국내 최고 전문가의 인사이트를 들을 수 있는 곳
👉 삼프로 멤버십 무료 체험하기 : http://bit.ly/47K0VOE
========================
🎓 어른들의 배움터, 위즈덤 칼리지 2026
👉 지금 등록하기 : https://bit.ly/3JauQpa
========================
🏫 전문가(연사) 섭외 및 기업교육 문의
👉 https://bit.ly/3EofRlH
========================
📢 광고없이 오디오 듣는 법
- 삼프로 앱을 설치하시면, 유튜브 프리미엄 없이도 유튜브를 오디오로 들으실 수 있습니다.
- 삼프로TV, 언더스탠딩, 지구본 연구소, 위즈덤 칼리지, 압권 등 모든 3PRO 채널의 방송을 쉽고 빠르게 찾을 수 있어요.
- 지금 바로 3PRO 앱 또는 웹을 만나보세요!
👉 https://3protv.page.link/S7cX
========================
🗂 방송 자료 다운로드 방법
👉 [방송] - [신의자료실]에 들어가시면 됩니다.
3PRO 웹사이트 : https://apps.3protv.com/original/pds 
3PRO 모바일 앱 : onelink.to/6gkezx
========================
🙋‍♂3PRO 고객센터
- (전화) 1877-4344
- (메일) edu.help@3protv.com
- (1:1 문의 게시판) https://apps.3protv.com/myqna/write
- 전화는 평일 10:00-17:00 (점심시간 12:00-13:00) 에 운영됩니다.
- 주말에는 3PRO 앱/웹에 1:1 문의를 남겨주시면 감사하겠습니다.
========================
💼 비즈니스 문의 채널 안내
- '삼프로TV' 광고/협업 및 영상 제작대행 문의 : (메일)ad@3protv.com (전화) 010-2090-6748    
- 전문가(연사) 섭외 및 기업교육 문의 :  (메일) edu@3protv.com (전화) 02-2118-0704~0705 (웹사이트) https://bit.ly/3EofRlH
- 언더스탠딩 문의 : (메일) to.understanding.official@gmail.com
========================
📢 사칭 주의
- 삼프로TV의 구성원과 삼프로TV 출연자는 문자메시지/카카오톡/전화/텔레그램 등을 통해 절대 개인적인 투자권유 및 리딩방, SNS 가입을 권유하지 않습니다.
- 만일 이러한 연락을 받으셨다면 모두 사기이므로, 링크를 클릭하지 마시고 피해가 없도록 주의하시기 바랍니다.
========================
❤ 당부 말씀
- 삼프로TV는 시청자의 다양한 해석과 의견을 존중합니다. 또한, 콘텐츠에 대한 비판과 평가도 언제나 환영합니다.
- 하지만, 출연자에 대한 근거없는 비난, 욕설, 인신공격, 비하성 표현이 담긴 댓글은 안내없이 삭제될 수 있습니다. 
- 삼프로TV가 건강한 소통의 장이 될 수 있도록 도와주세요. 늘 감사합니다^^

#삼프로TV #삼프로 #3protv",광고,기타,광고
이사장님 화이팅입니다. 판을 바꿔봅시다! 믿음직합니다.,긍정,국민연금 조직,이사장 응원
"🌄 3PRO 두근두근 오늘의 핫딜! 😍
👕 테디크루 봄야상 최초, 4만원대!
👉 https://web.rethinkmall.com/link/14081
💻 LG그램 16형 12세대 최초, 98만원대!
👉 https://web.rethinkmall.com/link/17750
========================
📢 하루 만에 모집 마감!《윤명철 교수와 함께하는 유라시아 원정대》
🔔 2차 모집을 놓치고 싶지 않다면?
👉 https://bit.ly/4rCOP0r
========================
🔥 두나무, 리디, 에이블리 등 지금 가장 핫한 창업가 총출동!
💼 앙트러프러너십 칼리지 2기 얼리버드 신청
👉 https://bit.ly/3ZumXj6 
========================
📢 [삼진제약] 하루엔진 이뮨 부스터샷
🎁 설 건강선물 ~65% 특가
💊 https://mkt.shopping.naver.com/link/697b03f24f4fab2b24f385f4
========================
📺프로그램 편성표
[06:00-07:20] 월스트리트 모닝브리핑 (월가 뉴스레터, 글로벌 인터뷰)
[07:20-08:40] 오늘아침 라이브 (뉴스3, 마켓 인사이드)
[08:40-10:00] 더블 밸류업 (개장방송)
[10:00-11:00] 아침N투자
[11:00-12:00] 크립토 플러스 (추후 예정)
[15:20-16:30] 클로징벨 라이브
[16:30-17:30] 여의도 인사이트
[17:30-19:00] 집중, 오늘의 주식
========================
⚡ 월가 최고 전문가들의 고품격 투자 인사이트
지금 GIN에 가입해보세요!
👉 자세히 알아보기 : https://bit.ly/49CCTWw
========================
🧑‍🏫 오프라인 주식투자 세미나에 참석하고 싶으신가요?
이선엽, 박병창, 윤지호 등 국내 최고 전문가의 인사이트를 들을 수 있는 곳
👉 삼프로 멤버십 무료 체험하기 : http://bit.ly/47K0VOE
========================
🎓 어른들의 배움터, 위즈덤 칼리지 2026
👉 지금 등록하기 : https://bit.ly/3JauQpa
========================
🏫 전문가(연사) 섭외 및 기업교육 문의
👉 https://bit.ly/3EofRlH
========================
📢 광고없이 오디오 듣는 법
- 삼프로 앱을 설치하시면, 유튜브 프리미엄 없이도 유튜브를 오디오로 들으실 수 있습니다.
- 삼프로TV, 언더스탠딩, 지구본 연구소, 위즈덤 칼리지, 압권 등 모든 3PRO 채널의 방송을 쉽고 빠르게 찾을 수 있어요.
- 지금 바로 3PRO 앱 또는 웹을 만나보세요!
👉 https://3protv.page.link/S7cX
========================
🗂 방송 자료 다운로드 방법
👉 [방송] - [신의자료실]에 들어가시면 됩니다.
3PRO 웹사이트 : https://apps.3protv.com/original/pds 
3PRO 모바일 앱 : onelink.to/6gkezx
========================
🙋‍♂3PRO 고객센터
- (전화) 1877-4344
- (메일) edu.help@3protv.com
- (1:1 문의 게시판) https://apps.3protv.com/myqna/write
- 전화는 평일 10:00-17:00 (점심시간 12:00-13:00) 에 운영됩니다.
- 주말에는 3PRO 앱/웹에 1:1 문의를 남겨주시면 감사하겠습니다.
========================
💼 비즈니스 문의 채널 안내
- '삼프로TV' 광고/협업 및 영상 제작대행 문의 : (메일)ad@3protv.com (전화) 010-2090-6748    
- 전문가(연사) 섭외 및 기업교육 문의 :  (메일) edu@3protv.com (전화) 02-2118-0704~0705 (웹사이트) https://bit.ly/3EofRlH
- 언더스탠딩 문의 : (메일) to.understanding.official@gmail.com
========================
📢 사칭 주의
- 삼프로TV의 구성원과 삼프로TV 출연자는 문자메시지/카카오톡/전화/텔레그램 등을 통해 절대 개인적인 투자권유 및 리딩방, SNS 가입을 권유하지 않습니다.
- 만일 이러한 연락을 받으셨다면 모두 사기이므로, 링크를 클릭하지 마시고 피해가 없도록 주의하시기 바랍니다.
========================
❤ 당부 말씀
- 삼프로TV는 시청자의 다양한 해석과 의견을 존중합니다. 또한, 콘텐츠에 대한 비판과 평가도 언제나 환영합니다.
- 하지만, 출연자에 대한 근거없는 비난, 욕설, 인신공격, 비하성 표현이 담긴 댓글은 안내없이 삭제될 수 있습니다. 
- 삼프로TV가 건강한 소통의 장이 될 수 있도록 도와주세요. 늘 감사합니다^^

#삼프로TV #삼프로 #3protv",광고,기타,광고
"최근 수익이 과연 투자를 잘해서 일까요? 운이 좋았다고는 생각 안하시나요? 
왜냐 그동안 국민연금 투자가 최근을 빼고 얘기하자면 예전 뉴스에도 여러번 나왔듯이 책임감없고 방만한 운영이 심각했던적이 역사적으로 훨씬 많았던것 같다는 기억이네요. 물론 최근 수익은  당연히 칭찬 할 일이지만 자만하지 말고 더 오랜 기간 꾸준한 자산 증식과 운용응 잘 해서 정말 실력있고 칭찬 받는 기관이 되었음 합니다!!!!",중립,연금제도,운용
주식없는 사람도 신경써라. 국민연금도 부동산투자하면서 왜 개인은 안된다는거야? 주식사면 투자고 부동산사면 투기냐고,부정,연금제도,투자
"퇴직연금을 지금처럼 하지말고 그냥 코스피나 ㅅ코스닥지수에 의무적으로 투자하는걸로하면
우리나라 지수도 튼튼해지고 좋을거같은데",긍정,퇴직연금,투자
"🌄 3PRO 두근두근 오늘의 핫딜! 😍
👕 테디크루 봄야상 최초, 4만원대!
👉 https://web.rethinkmall.com/link/14081
💻 LG그램 16형 12세대 최초, 98만원대!
👉 https://web.rethinkmall.com/link/17750
========================
📢 하루 만에 모집 마감!《윤명철 교수와 함께하는 유라시아 원정대》
🔔 2차 모집을 놓치고 싶지 않다면?
👉 https://bit.ly/4rCOP0r
========================
🔥 두나무, 리디, 에이블리 등 지금 가장 핫한 창업가 총출동!
💼 앙트러프러너십 칼리지 2기 얼리버드 신청
👉 https://bit.ly/3ZumXj6 
========================
📢 [삼진제약] 하루엔진 이뮨 부스터샷
🎁 설 건강선물 ~65% 특가
💊 https://mkt.shopping.naver.com/link/697b03f24f4fab2b24f385f4
========================
📺프로그램 편성표
[06:00-07:20] 월스트리트 모닝브리핑 (월가 뉴스레터, 글로벌 인터뷰)
[07:20-08:40] 오늘아침 라이브 (뉴스3, 마켓 인사이드)
[08:40-10:00] 더블 밸류업 (개장방송)
[10:00-11:00] 아침N투자
[11:00-12:00] 크립토 플러스 (추후 예정)
[15:20-16:30] 클로징벨 라이브
[16:30-17:30] 여의도 인사이트
[17:30-19:00] 집중, 오늘의 주식
========================
⚡ 월가 최고 전문가들의 고품격 투자 인사이트
지금 GIN에 가입해보세요!
👉 자세히 알아보기 : https://bit.ly/49CCTWw
========================
🧑‍🏫 오프라인 주식투자 세미나에 참석하고 싶으신가요?
이선엽, 박병창, 윤지호 등 국내 최고 전문가의 인사이트를 들을 수 있는 곳
👉 삼프로 멤버십 무료 체험하기 : http://bit.ly/47K0VOE
========================
🎓 어른들의 배움터, 위즈덤 칼리지 2026
👉 지금 등록하기 : https://bit.ly/3JauQpa
========================
🏫 전문가(연사) 섭외 및 기업교육 문의
👉 https://bit.ly/3EofRlH
========================
📢 광고없이 오디오 듣는 법
- 삼프로 앱을 설치하시면, 유튜브 프리미엄 없이도 유튜브를 오디오로 들으실 수 있습니다.
- 삼프로TV, 언더스탠딩, 지구본 연구소, 위즈덤 칼리지, 압권 등 모든 3PRO 채널의 방송을 쉽고 빠르게 찾을 수 있어요.
- 지금 바로 3PRO 앱 또는 웹을 만나보세요!
👉 https://3protv.page.link/S7cX
========================
🗂 방송 자료 다운로드 방법
👉 [방송] - [신의자료실]에 들어가시면 됩니다.
3PRO 웹사이트 : https://apps.3protv.com/original/pds 
3PRO 모바일 앱 : onelink.to/6gkezx
========================
🙋‍♂3PRO 고객센터
- (전화) 1877-4344
- (메일) edu.help@3protv.com
- (1:1 문의 게시판) https://apps.3protv.com/myqna/write
- 전화는 평일 10:00-17:00 (점심시간 12:00-13:00) 에 운영됩니다.
- 주말에는 3PRO 앱/웹에 1:1 문의를 남겨주시면 감사하겠습니다.
========================
💼 비즈니스 문의 채널 안내
- '삼프로TV' 광고/협업 및 영상 제작대행 문의 : (메일)ad@3protv.com (전화) 010-2090-6748    
- 전문가(연사) 섭외 및 기업교육 문의 :  (메일) edu@3protv.com (전화) 02-2118-0704~0705 (웹사이트) https://bit.ly/3EofRlH
- 언더스탠딩 문의 : (메일) to.understanding.official@gmail.com
========================
📢 사칭 주의
- 삼프로TV의 구성원과 삼프로TV 출연자는 문자메시지/카카오톡/전화/텔레그램 등을 통해 절대 개인적인 투자권유 및 리딩방, SNS 가입을 권유하지 않습니다.
- 만일 이러한 연락을 받으셨다면 모두 사기이므로, 링크를 클릭하지 마시고 피해가 없도록 주의하시기 바랍니다.
========================
❤ 당부 말씀
- 삼프로TV는 시청자의 다양한 해석과 의견을 존중합니다. 또한, 콘텐츠에 대한 비판과 평가도 언제나 환영합니다.
- 하지만, 출연자에 대한 근거없는 비난, 욕설, 인신공격, 비하성 표현이 담긴 댓글은 안내없이 삭제될 수 있습니다. 
- 삼프로TV가 건강한 소통의 장이 될 수 있도록 도와주세요. 늘 감사합니다^^

#삼프로TV #삼프로 #3protv",광고,기타,광고
